0 , [ 50, 50, 0.02289965881948, 1 ] 
1 , [ 50, 75.321252177358, 0.02289965881948, 1 ] 
2 , [ 50, 98.76997749134, 0.02289965881948, 1 ] 
3 , [ 100, 148.87784644552, 0.02289965881948, 2 ] 
4 , [ 100, 178.99573749861, 0.02289965881948, 2 ] 
5 , [ 100, 200, 0.02289965881948, 2 ] 
6 , [ 200, 300, 0.02289965881948, 3 ] 
