0 , [ 101, 76.607595, 0.1, 1 ] 
1 , [ 101, 101, 0.1, 1 ] 
2 , [ 101, 50.5, 0.1, 1 ] 
3 , [ 101, [ 4.173377, 12.133835, 20 ], 0.1, 1 ] 
0 , [ 135.960639, 101, 0.1, 2 ] 
1 , [ 105.081368, 101, 0.1, 2 ] 
2 , [ 201, 101, 0.1, 2 ] 
3 , [ [ 150, 152.462853, 155.236317 ], 101, 0.1, 2 ] 
0 , [ 201, [ 265.83709, 268.431116, 301 ], 0.1, 3 ] 
1 , [ 201, [ 399.408419, 401.877295 ], 0.1, 3 ] 
